dataid,active_record,building_type,city,state,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,egauge_1s_min_time,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,water_ert_min_time,water_ert_max_time,water_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,number_of_nests,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines,energy_storage_system,energy_storage_system_l1,energy_storage_system_l2
2792,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:58:47-05:00,2019-03-27 08:22:55.361746-05:00,26%,,,,2011-11-22,,2008.0,3249.0,,,,,,yes,,,,,,,,,yes,,yes,yes,yes,,,,yes,,,,,,,,
2925,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-09-09 16:59:00-05:00,99%,2019-03-03 10:48:00-06:00,2021-09-09 16:00:00-05:00,100%,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2015-12-03 00:00:00-06:00,2017-03-20 09:53:00-05:00,89%,2012-04-11 18:54:33-05:00,2020-03-15 16:44:18.740545-05:00,36%,2019-11-27 11:04:00-06:00,2021-03-01 09:07:00-06:00,94%,2011-11-22,,2010.0,2293.5,2293.5,,,,,yes,South;East,6.105,4.07,0.0,2.035,,,,,,yes,,,,,,yes,,,CCET - Portal Only,,yes,,,
2980,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 06:59:00-06:00,99%,2019-03-18 19:00:00-05:00,2019-10-09 15:00:00-05:00,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:29-05:00,2020-07-09 12:29:43.172497-05:00,84%,,,,2011-11-22,,2009.0,1556.0,1556.0,0.0,0.0,0.0,0.0,yes,South;West,5.145,2.94,2.205,,,,,yes,,,,,,,,yes,,,CCET - Control,,,,,
2986,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-12-29 04:59:00-06:00,98%,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:53-05:00,2013-05-10 16:26:42-05:00,99%,,,,2011-11-22,,2008.0,2310.0,,,,,,yes,South;West,6.25,4.0,2.25,,,,,yes,yes,yes,yes,,yes,,,yes,,,CCET - Control,,,,,
3134,yes,Single-Family Home 001 (Master),Austin,Texas,2012-09-17 19:00:00-05:00,2021-12-29 02:59:00-06:00,93%,2019-03-19 08:26:26-05:00,2021-12-27 09:00:00-06:00,99%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:32-05:00,2019-12-11 16:48:18.498496-06:00,71%,,,,2011-11-22,,2008.0,1240.0,,,,,,yes,South;West,6.25,2.25,4.0,,,,,yes,yes,,,yes,yes,,,yes,,,CCET - Portal Only,,,,,
3538,yes,Single-Family Home 001 (Master),Austin,Texas,2014-04-26 00:00:00-05:00,2021-12-29 04:59:00-06:00,97%,2018-01-01 01:00:00-06:00,2021-12-25 01:00:00-06:00,100%,yes,,,,,yes,,yes,,,,,,,,,yes,,,,yes,,,yes,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,,yes,,,,,yes,,yes,,,,,,,,,,,2012-11-17 17:44:41-06:00,2016-01-26 10:48:15-06:00,15%,2019-12-01 11:04:00-06:00,2021-04-09 14:40:00-05:00,96%,2011-11-22,,2007.0,1720.0,1720.0,0.0,0.0,0.0,0.0,yes,South;West,5.25,1.75,3.5,,,,,yes,yes,,yes,,yes,,,yes,,,,,,,,
3635,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2020-08-27 19:59:00-05:00,81%,2019-03-22 07:54:51-05:00,2020-08-27 19:00:00-05:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-12 18:57:44-05:00,2020-10-08 18:52:20.742406-05:00,81%,,,,2011-11-22,,2007.0,2521.0,2521.0,0.0,0.0,0.0,0.0,yes,South;West,6.86,3.43,3.43,,,,,yes,,,,,,,,yes,,,CCET - Text Message,,,,,
3719,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-12-29 04:59:00-06:00,88%,2019-03-15 19:00:00-05:00,2021-12-29 04:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-12 15:13:21-05:00,2015-05-16 15:03:39-05:00,38%,2019-12-01 11:04:00-06:00,2021-04-09 14:40:00-05:00,94%,2011-11-22,,2007.0,2843.0,,,,,,yes,South;West,6.25,,2.25,,,,,yes,,,,yes,,,,yes,,,CCET - Text Message,,yes,,,
3723,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-29 15:09:00-05:00,2021-12-29 06:59:00-06:00,94%,2014-10-01 00:00:00-05:00,2021-12-29 04:00:00-06:00,64%,yes,,,,,,,,,,,,,yes,,,yes,,,,yes,yes,yes,,,yes,,yes,,yes,,,,,,,yes,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,yes,,yes,,,,,,2012-05-01 18:00:00-05:00,2019-12-18 04:01:00-06:00,8%,2012-04-11 18:59:55-05:00,2020-07-15 18:52:20.621610-05:00,82%,,,,2011-11-22,,2008.0,1544.0,,,,,,yes,South;West,6.11,3.29,2.82,,,,,yes,yes,yes,,,,,,yes,,,CCET - Pricing Trial,,,,,
3935,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2020-07-12 04:59:00-05:00,84%,2019-04-13 07:00:00-05:00,2020-07-12 04:00:00-05:00,86%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:10-05:00,2020-05-24 00:04:25.405648-05:00,20%,,,,2011-11-22,,2008.0,1544.0,1096.0,448.0,0.0,0.0,0.0,yes,South;West,4.655,,3.185,,,,,yes,yes,,,,,,,yes,,,CCET - Control,,,,,
4193,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 04:59:00-06:00,81%,2019-03-15 19:00:00-05:00,2021-12-29 04:00:00-06:00,98%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:55:28-05:00,2020-10-02 12:22:36.789704-05:00,69%,,,,2011-11-22,,2008.0,2669.0,,,,,,yes,South;West,4.75,2.5,2.25,,,,,yes,,,,yes,,,,yes,,,CCET - Portal Only,,,,,
4373,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-31 19:00:00-05:00,2021-10-18 04:59:00-05:00,95%,2018-01-01 01:00:00-06:00,2021-10-18 04:00:00-05:00,97%,yes,,,,,yes,,yes,,,,,,yes,,,yes,,,,yes,yes,yes,,,yes,,yes,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,yes,,,,,,,,2012-04-11 18:59:58-05:00,2020-07-15 18:19:05.210644-05:00,81%,,,,2011-11-22,,2008.0,2122.0,,,,,,yes,South;West,6.125,,3.92,,,,,yes,yes,,yes,,,,,yes,yes,,CCET - Pricing Trial,,,,,
4526,yes,Single-Family Home 001 (Master),Austin,Texas,2012-08-18 19:00:00-05:00,2021-12-29 06:59:00-06:00,93%,2019-02-27 18:00:00-06:00,2021-12-23 14:00:00-06:00,100%,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,,yes,,,,yes,,,,,yes,,,,,,,,2012-04-11 18:59:04-05:00,2014-09-25 08:00:44-05:00,44%,,,,2011-11-22,,2009.0,2521.0,1476.0,1045.0,,,,yes,South;West,6.105,,4.07,,,,yes,,,,,,,,,yes,,,CCET - Pricing Trial,,,,,
4732,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-24 00:00:00-05:00,2021-09-04 15:59:00-05:00,65%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,2012-05-01 13:00:00-05:00,2020-02-04 00:19:00-06:00,7%,2012-04-11 18:56:48-05:00,2020-10-03 00:11:50.001514-05:00,70%,,,,2011-11-22,,2008.0,1422.0,,,,,,yes,South;West,4.0,2.0,2.0,,,,,yes,,yes,,,,,,yes,,,CCET - Portal Only,,,,,
4743,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:48-05:00,2016-07-29 01:49:39-05:00,25%,,,,2011-11-22,,2011.0,2071.5,680.5,1028.0,363.0,0.0,0.0,,,,,,,,,,yes,yes,,,,,,,yes,,,CCET - Control,,,,,
5129,yes,Single-Family Home 001 (Master),Austin,Texas,2012-03-19 19:00:00-05:00,2021-12-15 12:59:00-06:00,95%,2019-03-18 19:00:00-05:00,2021-12-15 09:00:00-06:00,83%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2019-02-28 18:00:00-06:00,2019-04-04 23:59:00-05:00,101%,2012-04-11 18:51:28-05:00,2020-10-08 16:20:45.069539-05:00,75%,2019-11-27 11:04:00-06:00,2021-03-05 09:51:00-06:00,86%,2011-11-22,,2008.0,1439.0,1439.0,0.0,0.0,0.0,0.0,yes,South,5.145,5.145,0.0,,1.0,,yes,yes,,,,,,,,yes,,,,,,,,
5246,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 04:59:00-06:00,94%,2019-03-19 11:35:46-05:00,2021-12-29 04:00:00-06:00,97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:51-05:00,2013-05-10 16:30:00-05:00,100%,,,,2011-11-22,,2009.0,1994.0,,,,,,yes,South;West,6.25,2.25,4.0,,,,,yes,yes,,yes,yes,yes,,,yes,,,CCET - UT Text,,,,,
5484,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:48-05:00,2020-02-04 04:10:11.206818-06:00,82%,,,,2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
5738,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2020-11-20 08:59:00-06:00,100%,2019-03-11 08:29:01-05:00,2020-11-20 08:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:15:09-05:00,2013-05-10 16:29:53-05:00,100%,,,,2011-11-22,,2008.0,2843.0,1457.0,1386.0,0.0,0.0,0.0,yes,West,5.92,,5.92,,2.0,,,yes,,,,yes,,,,yes,,,,,,,,
5796,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 02:59:00-06:00,99%,2019-04-15 19:00:00-05:00,2021-12-29 02:00:00-06:00,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:39:24-05:00,2018-02-01 15:17:02-06:00,28%,,,,2011-11-22,,2007.0,1720.0,1720.0,0.0,0.0,0.0,0.0,yes,South,4.25,4.25,0.0,,,,,yes,yes,,,,,,,yes,,,CCET - Control,,,,,
6473,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:56:21-05:00,2013-05-10 16:29:28-05:00,100%,,,,2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
6578,yes,Town Home,Austin,Texas,2013-01-11 00:00:00-06:00,2021-12-29 04:59:00-06:00,100%,2019-03-18 19:00:00-05:00,2021-12-29 03:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:34:57-05:00,2020-10-08 17:52:51.564736-05:00,77%,,,,2011-11-22,,2008.0,2020.0,,,,,,yes,South;West,6.25,4.0,2.25,,,,,yes,yes,,,,,,,yes,,,CCET - Control,,yes,,,
6685,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:59:48-05:00,2020-07-15 18:13:19.367834-05:00,64%,,,,2011-11-22,,2011.0,1539.0,576.0,963.0,0.0,0.0,0.0,,,,,,,2.0,,,,,yes,,,,,,yes,,,,,,,,
7108,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-18 19:00:00-05:00,2021-12-29 04:59:00-06:00,99%,2019-03-18 19:00:00-05:00,2021-12-29 04:00:00-06:00,99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:58:42-05:00,2017-12-01 06:33:05-06:00,22%,,,,2011-11-22,,2011.0,1435.0,602.0,833.0,0.0,0.0,0.0,yes,South;West,4.25,,2.0,,,,,yes,,,,,,,,yes,,,CCET - UT Text,,,,,
7460,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-12 14:30:57-05:00,2020-10-08 18:14:38.078621-05:00,76%,,,,2011-11-22,,,,,,,,,yes,South;East,6.21,2.3,0.0,3.91,,,,,,,,,,,,yes,,,,,,,,
7627,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 06:59:00-06:00,100%,2019-03-11 19:00:00-05:00,2021-12-26 11:00:00-06:00,99%,yes,,,,,yes,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,yes,,,,,yes,,,,,,,,2012-04-12 18:16:01-05:00,2015-10-14 04:28:19-05:00,36%,2019-12-04 07:04:00-06:00,2020-02-04 16:16:00-06:00,71%,2011-11-22,,2008.0,2669.0,1455.0,1214.0,0.0,0.0,0.0,yes,South;West,5.712,2.856,2.856,0.0,2.0,,,yes,,,yes,,,,,yes,yes,,,,,,,
7682,yes,Single-Family Home 001 (Master),Austin,Texas,2019-03-12 08:12:00-05:00,2020-03-04 01:59:00-06:00,100%,2019-03-12 08:20:41-05:00,2020-03-03 23:00:00-06:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:49-05:00,2020-06-22 15:00:12.865054-05:00,82%,,,,2011-11-22,,2008.0,1948.0,,,,,,yes,South,5.55,5.55,0.0,,,,,yes,,,,,,,,yes,,,,,,,,
7739,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-29 04:59:00-06:00,100%,2019-03-18 19:00:00-05:00,2021-12-29 04:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:59-05:00,2020-01-02 20:51:28.902847-06:00,61%,,,,2011-11-22,,2008.0,1439.0,1439.0,0.0,0.0,0.0,,yes,South,5.0,5.0,0.0,,,,,,,,,,,,,yes,,,CCET - Text Message,,,,,
7741,yes,Town Home,Austin,Texas,2012-05-02 19:00:00-05:00,2021-12-02 08:59:00-06:00,96%,2019-03-18 19:00:00-05:00,2021-12-02 08:00:00-06:00,91%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-10-02 08:08:36-05:00,2020-10-08 18:30:06.999126-05:00,84%,,,,2011-11-22,,2008.0,1842.0,1379.0,463.0,0.0,0.0,0.0,yes,South,6.125,6.125,0.0,,,,,,yes,yes,,yes,,,,yes,,,CCET - Control,,,,,
7800,yes,Single-Family Home 001 (Master),Austin,Texas,2012-09-01 19:00:00-05:00,2021-12-29 04:59:00-06:00,89%,2018-01-01 01:00:00-06:00,2021-12-27 23:00:00-06:00,99%,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,yes,,,,,2015-08-21 09:15:41.946681-05:00,2018-02-20 23:55:00-06:00,92%,2012-04-11 18:57:34-05:00,2013-05-10 16:26:46-05:00,99%,2019-12-02 15:04:00-06:00,2021-04-09 14:41:00-05:00,94%,2011-11-22,,2008.0,2075.0,2075.0,,,,,yes,South,5.145,5.145,0.0,,,,,yes,yes,yes,yes,,,,,yes,,,CCET - Pricing Trial,,,,,
7813,yes,Town Home,Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:56:06-05:00,2013-05-10 16:29:55-05:00,100%,,,,2011-11-22,,2009.0,1576.0,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,
7850,yes,Single-Family Home 001 (Master),Austin,Texas,2012-05-15 19:00:00-05:00,2021-12-04 12:59:00-06:00,100%,2019-03-11 19:00:00-05:00,2021-12-03 20:00:00-06:00,100%,yes,,,,,,,,,,,,,yes,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-11-17 17:35:44-06:00,2017-06-12 12:14:49-05:00,19%,,,,2011-11-22,,2007.0,2345.0,1385.0,960.0,0.0,0.0,0.0,yes,South;West,6.0,2.5,3.5,,2.0,,,,,yes,,,,,,yes,,,,,,,,
7900,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-13 19:00:00-05:00,2018-04-07 18:59:00-05:00,100%,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:08:48-05:00,2020-09-03 00:45:42.934124-05:00,72%,,,,2011-11-22,,2009.0,2631.5,2631.5,0.0,0.0,0.0,0.0,yes,South;West,6.27,2.59,3.68,,,,,yes,yes,,yes,,,,,yes,,,CCET - Text Message,,,,,
7919,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-11 18:58:31-05:00,2020-10-08 18:34:42.095934-05:00,75%,,,,2011-11-22,,2008.0,3246.0,1706.0,1540.0,0.0,0.0,0.0,yes,West,6.105,0.0,6.105,0.0,,,,,,,,,,,,yes,,,,,,,,
7965,yes,Single-Family Home 001 (Master),Austin,Texas,2013-12-03 00:00:00-06:00,2021-12-29 02:59:00-06:00,91%,2019-03-12 08:43:00-05:00,2021-12-22 23:00:00-06:00,73%,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:25-05:00,2019-12-11 10:32:42.351980-06:00,49%,2020-01-09 14:04:00-06:00,2020-04-29 19:27:00-05:00,54%,2011-11-22,,2009.0,3242.0,1540.0,1702.0,0.0,0.0,0.0,yes,South;West,6.25,3.25,3.0,,2.0,,,,,,,,,,,yes,,,,,yes,,,
8156,yes,Single-Family Home 001 (Master),Austin,Texas,2014-06-11 00:00:00-05:00,2020-08-11 16:59:00-05:00,96%,2018-01-01 01:00:00-06:00,2020-08-11 16:00:00-05:00,100%,yes,,,,,yes,,,,,,,,yes,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:43-05:00,2020-07-03 15:35:30.896926-05:00,82%,,,,2011-11-22,,2008.0,2669.0,1455.0,1214.0,0.0,0.0,0.0,yes,,6.7,,,,,,,,,,,,,,,yes,,,,,,,,
8386,yes,Single-Family Home 001 (Master),Austin,Texas,2014-05-21 00:00:00-05:00,2021-12-29 04:59:00-06:00,97%,2018-01-01 01:00:00-06:00,2021-12-29 01:00:00-06:00,100%,yes,,,,,,,yes,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,yes,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,2012-11-17 17:57:47-06:00,2018-01-31 02:59:32-06:00,37%,,,,2011-11-22,,2007.0,1720.0,1720.0,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,
8467,yes,Single-Family Home 001 (Master),Austin,Texas,2013-04-21 19:00:00-05:00,2021-12-29 04:59:00-06:00,88%,2019-05-28 19:00:00-05:00,2021-12-29 04:00:00-06:00,84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,2012-07-10 18:00:00-05:00,2020-10-08 18:44:00-05:00,8%,2012-10-08 14:10:45-05:00,2020-10-08 18:49:05.687032-05:00,89%,2014-09-24 17:49:00-05:00,2017-10-11 06:59:00-05:00,96%,2011-11-22,,2011.0,3165.0,,,,,,yes,South,5.18,5.18,0.0,,,,,yes,,,,,,,,yes,,,CCET - Text Message,,,,,
9052,yes,Single-Family Home 001 (Master),Austin,Texas,2012-09-17 19:00:00-05:00,2021-10-16 14:59:00-05:00,95%,2019-03-13 19:00:00-05:00,2021-10-16 14:00:00-05:00,83%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,2015-12-03 00:00:00-06:00,2018-04-20 09:05:00-05:00,98%,2012-04-11 18:59:56-05:00,2020-07-15 18:22:08.886138-05:00,77%,,,,2011-11-22,,2008.0,2345.0,1385.0,960.0,0.0,0.0,0.0,yes,South;West,6.0,3.25,2.75,,2.0,,,yes,yes,yes,yes,yes,,,,yes,,,,,,,,
9620,yes,Single-Family Home 001 (Master),Austin,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-04-12 18:53:31-05:00,2018-03-24 22:58:09-05:00,23%,,,,2011-11-22,,2007.0,2345.0,1385.0,960.0,0.0,0.0,0.0,yes,South;West,5.92,,4.07,,,,,yes,,,,,,,,yes,,,,,,,,
9971,yes,Single-Family Home 001 (Master),Austin,Texas,2014-02-05 18:00:00-06:00,2021-12-05 22:59:00-06:00,100%,2019-03-14 19:00:00-05:00,2021-12-05 19:00:00-06:00,100%,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,2015-08-20 14:03:00-05:00,2019-04-04 23:59:00-05:00,94%,2012-04-11 18:56:54-05:00,2019-03-02 11:33:51.033059-06:00,18%,2019-12-06 10:04:00-06:00,2021-04-09 14:41:00-05:00,73%,2011-11-22,,2009.0,2938.0,1459.0,1479.0,0.0,0.0,0.0,yes,South;West,6.125,2.205,3.92,,,,,yes,yes,yes,,,yes,,,yes,,,CCET - Pricing Trial,,,,,
1508,,Single-Family Home 001 (Master),Austin,Texas,2012-12-11 18:00:00-06:00,2015-07-02 02:32:00-05:00,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,2012-04-11 18:59:13-05:00,2013-05-10 16:29:08-05:00,100%,,,,2012-01-01,2015-07-03,,2122.0,,,,,,yes,West,5.145,5.145,,0.0,,,,,,,,,,,,yes,,,CCET - Portal Only,,,,,
